raw_comp_writers_text,CLEAN_TEXT
Aaron Hernandez,Aaron Hernandez
José Barros,José Barros
"Amirhossein Bakizadeh, Amir Ribar & Shayan Roohi",Amirhossein Bakizadeh/Amir Ribar/Shayan Roohi
Bobby Sandimanie & Destroy Lonely,Bobby Sandimanie/Destroy Lonely
BIGBAND Entertainment,
Ricardo Mejía/Óscar Toscano,Ricardo Mejía/Óscar Toscano
Ian Paice/Roger Glover/Ritchie Blackmore/Ian Gillan/Jon Lord,Ian Paice/Roger Glover/Ritchie Blackmore/Ian Gillan/Jon Lord
"<Unknown>/Ford, Marcellus Leon",Ford/Marcellus Leon
Борисенко Савелий Витальевич,
Kuma the Third,Kuma the Third
Anna Timgren/이스란/Alawn,Anna Timgren/Alawn
MERCER CHRISTOPHER WILLIAM,MERCER/CHRISTOPHER/WILLIAM
Penyair,Penyair
Clarken Orosco,Clarken Orosco
Profit Child,Profit Child
"<Unknown>/Monti, Daniel",Monti/Daniel
ANTONA TOMAS/HAYES SISSI/JUNG MICHAEL/MARSHALL RICHARD/MOSES STEPHEN,ANTONA TOMAS/HAYES SISSI/JUNG MICHAEL/MARSHALL RICHARD/MOSES STEPHEN
David Gray,David Gray
Bobomurod Soginboev,Bobomurod Soginboev
"<Unknown>/Cannon, Jason",Cannon/Jason
JOSE JAVIER PEREZ CORCOBADO/obo SGAE,JAVIER/CORCOBADO
Erasmo Carlos/Roberto Carlos/Pertti Haverinen,Erasmo Carlos/Roberto Carlos/Pertti Haverinen
ESPINOZA AARON/MURRAY ARIANA,ESPINOZA AARON/MURRAY ARIANA
Vincent Clarke,Vincent Clarke
Zé Paulo/Tonho Matéria,Zé Paulo/Tonho Matéria
"Christopher Chris Gomez,Mark Christopher Hardin,Quin NFN",Christopher Chris Gomez/Mark Christopher Hardin/Quin NFN
Fred Fa'afou/Justin Ferguson/Tyree Tautogia/Sid Diamond,
Okay  Temiz,Okay  Temiz
"<Unknown>/Arakelyan, Grigor",Grigor
Shaun Fleming,Shaun Fleming
Jose Ontiveros Meza,Jose Ontiveros Meza
KAINA/Eric Owyoung,Eric Owyoung
Phora,Phora
Marin Cretu & Grigore Chirsanov,Marin Cretu/Grigore Chirsanov
Keidran Jones/Theron Thomas/Kisean Anderson/Timothy Thomas/Jason Desrouleaux/Jonathan Rotem,Keidran Jones/Theron Thomas/Kisean Anderson/Timothy Thomas/Jason Desrouleaux/Jonathan Rotem
Christoph Friedrich Bretzner/Johann Gottlieb Stephanie D. Jüngere/Wolfgang Amadeus Mozart,Christoph Friedrich Bretzner/Johann Gottlieb Stephanie D. Jüngere/Wolfgang Amadeus Mozart
AFN Peso,AFN Peso
M. Tottis,M. Tottis
Eagle-Eye Cherry/Peter Kvint/Caleb Heineman,Eagle-Eye Cherry/Peter Kvint/Caleb Heineman
Lil Rob,Lil Rob
Abelenda Mena,Abelenda Mena
Tyjhier T. Goodman & Darius Smith,Tyjhier T. Goodman/Darius Smith
Rayburn Anderson,Rayburn Anderson
Carlos Eldrako jones jr,Carlos Eldrako jones jr
Ed Bout/Huib Schippers,Ed Bout/Huib Schippers
Bill Leeb/Chris Peterson,Bill Leeb/Chris Peterson
Wolfgang Dörner/Friedemann Engelbrecht,Wolfgang Dörner/Friedemann Engelbrecht
Ирина Дубцова,
Katie Jane Garside/Orson Wajih/Crispin Gray,Katie Jane Garside/Orson Wajih/Crispin Gray
Luc De Vos,Luc De Vos
M.M. Keeravani,M.M. Keeravani
Johannes Brahms,Johannes Brahms
DJ Lucius & Fernando Silveira Cruz,DJ Lucius/Fernando Silveira Cruz
Miles Davis,Miles Davis
Kore/Ayrton/Aurélien Mazin,Kore/Ayrton/Aurélien Mazin
たかやん (Takayan),Takayan
copyright control,
JetsonMade/DaBaby/Pooh Beatz,JetsonMade/DaBaby/Pooh Beatz
Airam Paez,Airam Paez
Bedřich Smetana,Bedřich Smetana
"<Unknown>/martinez, fray",martinez/fray
Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart
Julia Jacklin,Julia Jacklin
Slajf Slajfsson,Slajf Slajfsson
Christoph Friedrich Bretzner/Wolfgang Amadeus Mozart/Johann Gottlieb Stephanie D. Jüngere,Christoph Friedrich Bretzner/Wolfgang Amadeus Mozart/Johann Gottlieb Stephanie D. Jüngere
Nikki Sixx/Tom Werman,Nikki Sixx/Tom Werman
"<Unknown>/Keathley, D'marcus",Keathley/D'marcus
Jean‐Philippe Rameau,Jean‐Philippe Rameau
Mammad Ibrahimov,Mammad Ibrahimov
Styx/Gary Loizzo/Lawrence Gowan,Styx/Gary Loizzo/Lawrence Gowan
"Dan Weller/2021 Truth Records, a division of Truth Music Limited/2020 TRUTH MUSIC GROUP LIMITED/2020 TRUTH RECORDS",Dan Weller/TRUTH RECORDS
CONTROL  COPYRIGHT/GOKEY DANNY/HULSE  ETHAN/WEDGEWORTH  COLBY,CONTROL/COPYRIGHT/GOKEY/DANNY/HULSE/ETHAN/WEDGEWORTH/COLBY
Loss Mad Vems/Copyright Control,Loss Mad Vems
HAIRUL ANUAR BIN HARUN/MOHAMMAD FAUZI TAJUDIN (2071025),HAIRUL ANUAR BIN HARUN
Ben Prokopowicz,Ben Prokopowicz
Luigi Rossi,Luigi Rossi
joan sebastian sebastian,joan
Katryn Macko/Ryan Stanley,Katryn Macko/Ryan Stanley
Aman Jaji/Soyab Choudhary,Aman Jaji/Soyab Choudhary
Pete Gill/Steve Dawson/Biff Byford/Paul Quinn/Graham Oliver,Pete Gill/Steve Dawson/Biff Byford/Paul Quinn/Graham Oliver
J.J. Jeczalik/Anne Dudley,J.J. Jeczalik/Anne Dudley
Francesco Maria Piave/Giuseppe Verdi,Francesco Maria Piave/Giuseppe Verdi
Shalosh,Shalosh
Roy Brooks/Henry Cosby/William Stevenson,Roy Brooks/Henry Cosby/William Stevenson
Chxmula/Christopher Chilongo/Jungle Entertainment Ventures,Chxmula/Christopher Chilongo
RMC Mike,RMC Mike
Blackboi Draco,Blackboi Draco
植松伸夫,
Gulshan Sharma,Gulshan Sharma
CA BIRGISSON JON THOR/CA SOMERS ALEX KENDALL/PA JONSI & ALEX SOMERS,BIRGISSON/JON/THOR/SOMERS/ALEX/KENDALL/PA/JONSI/&/ALEX/SOMERS
Maurice Ravel,Maurice Ravel
Big Sad 1900,Big Sad 1900
Malo Luafutu/Tenei Kesha,Malo Luafutu/Tenei Kesha
Phil Collins,Phil Collins
ZAMUDIO SANTOS CASIMIRO,ZAMUDIO/SANTOS/CASIMIRO
Dr. Dre/A. Young/D. Parker/M. Batson/Mark Batson/T. Lawrence/Marshall Mathers,Dr. Dre/A. Young/D. Parker/M. Batson/Mark Batson/T. Lawrence/Marshall Mathers
Ariel,Ariel
Tom Odell/TommyMuzzic/Zachary Abels/Jeremiah Freedman/Jesse James Rutherford,Tom Odell/TommyMuzzic/Zachary Abels/Jeremiah Freedman/Jesse James Rutherford
Emily Cheng,Emily Cheng
Connan Contreras Sanchez/Jose Arturo Gonzalez Huesca,Connan Contreras Sanchez/Jose Arturo Gonzalez Huesca
Curtis Humphrey,Curtis Humphrey
Piers Agget/Kesi Dryden/Jonny Harris/Amir Izkadeh/James Newman,Piers Agget/Kesi Dryden/Jonny Harris/Amir Izkadeh/James Newman
Михаил Рябинин/Александр Морозов,
Th. Ngân/Ngân Giang,
Clint Breithaupt & Raed Samman,Clint Breithaupt/Raed Samman
Chris Isaak,Chris Isaak
Matt Ingram,
Brutaru Oana/Ilie Eduard Marian,Brutaru Oana/Ilie Eduard Marian
Ramsses Ali Quesada/RAQJ Publishing Inc.,Ramsses Ali Quesada
Javed Akhtar/Vishal-Shekhar,Javed Akhtar/Vishal-Shekhar
Thomas Bergersen,Thomas Bergersen
juan Fernando alonso ortiz,juan Fernando alonso ortiz
Koh Sangji,Koh Sangji
Mario Quintero Lara,Mario Quintero Lara
瑞业/木兰号 aka陈韦伶,
Willie Lawrence & Spiritual 5,Willie Lawrence/Spiritual 5
Robert Hunter/Jerry Garcia,Robert Hunter/Jerry Garcia
Eunice Wright & C.D. Cannon Sr.,Eunice Wright
Joe Resnek,Joe Resnek
Alessandro Turra/Juan Jose Martinez Jover,
"<Unknown>/Payano, Antonio",Payano/Antonio
Bruce Springsteen,Bruce Springsteen
M. Caspi/I. Magitman,M. Caspi/I. Magitman
AJ DiSpirito,AJ DiSpirito
D.A.R.,
Efrain Canan,Efrain Canan
Rob Hubbard,Rob Hubbard
Mthunzi Namba/Ntuthuko Sibisi/Lindelani Mkhize,Mthunzi Namba/Ntuthuko Sibisi/Lindelani Mkhize
John McCoy,John McCoy
Darrell Frison,Darrell Frison
Xu Wei,Xu Wei
Vingo Regino,Vingo Regino
David Sheats/Antwan Patton/Earthtone III/Neal H. Pogue/Andre Benjamin,David Sheats/Antwan Patton/Earthtone III/Neal H. Pogue/Andre Benjamin
"Billy Cook,Marvin Watson",Billy Cook/Marvin Watson
Clayton Maselle,Clayton Maselle
BLOUNT JOHNATHON MARC (SP ACCT/SPECIAL ED,
VICTOR YOUNG,VICTOR YOUNG
"Kyle Richh,Dougie B,Leeky Jackson",Kyle Richh/Dougie B/Leeky Jackson
A. Elgadi/Pizza Passport Music,A. Elgadi
孫權 & 陈茂沅,
Phil Caivano,Phil Caivano
Jose Castellon,Jose Castellon
Hoài Loan,
Doble ONE Flow Letal & Soldado 449 Ivan,Doble ONE Flow Letal/Soldado 449 Ivan
Esa Ruoho,Esa Ruoho
A. K. Salim,A. K. Salim
Christopher Lennertz,Christopher Lennertz
Rayons,Rayons
Julio Jaramillo,Julio Jaramillo
CA BALAMUT DANIEL/CA BURNETTE BRANDYN/CA HENRIQUES NICHOLAS/CA PADMAN LORNE ROBERT/CA WALL VAN DE NICK L/PA AFROJACK & DLMT FEAT. BRANDYN BURNETTE,BALAMUT/DANIEL/BURNETTE/BRANDYN/HENRIQUES/NICHOLAS/PADMAN/LORNE/ROBERT/WALL/VAN/DE/NICK/L/PA/AFROJACK/&/DLMT/FEAT./BRANDYN/BURNETTE
Yelawolf,Yelawolf
Greg Hughes,Greg Hughes
Jarrod Montague/Phil Lipscomb/Stephen Richards/Mike DeWolf,Jarrod Montague/Phil Lipscomb/Stephen Richards/Mike DeWolf
Nina Persson/Peter Svensson,Nina Persson/Peter Svensson
"<Unknown>/Ballard, Corejon Donte",Ballard/Corejon Donte
Jesús Alberto Luna,Jesús Alberto Luna
Tim Meegan,Tim Meegan
Pedro Guida.,Pedro Guida.
Farrux Xamrayev,Farrux Xamrayev
"<Unknown>/akinyede, kolawole johnson",akinyede/kolawole johnson
Mariano Fuertes Fernández,Mariano Fuertes Fernández
Robin Schulz/Guido Kramer/Daniel Deimann/Jürgen Dohr/Filippo Bonamici/Stefan Dabruck/Felix Anton Remm/Dennis Bierbrodt/Robert Michael Stephenson,Robin Schulz/Guido Kramer/Daniel Deimann/Jürgen Dohr/Filippo Bonamici/Stefan Dabruck/Felix Anton Remm/Dennis Bierbrodt/Robert Michael Stephenson
V Harikrishna & Kaviraj,V Harikrishna/Kaviraj
Thomas Benjamin Wild Esq,Thomas Benjamin Wild Esq
Scott Storch/Sean Garrett/Fat Joe,Scott Storch/Sean Garrett/Fat Joe
Stevens,Stevens
Jérôme Echenoz,Jérôme Echenoz
Roine Stolt/Marco Minnemann,Roine Stolt/Marco Minnemann
G. J. Cohen/Gal Joseph Cohen,G. J. Cohen/Gal Joseph Cohen
Paul Clay/Tony Kaye/Peter Banks/Bill Bruford/Chris Squire/Jon Anderson/Stephen Sondheim/Leonard Bernstein,Paul Clay/Tony Kaye/Peter Banks/Bill Bruford/Chris Squire/Jon Anderson/Stephen Sondheim/Leonard Bernstein
blake boochee,blake boochee
N8 D0G/Nathaniel Kromer,N8 D0G/Nathaniel Kromer
M. Parish/Lewis Nash/H. Carmichael/Houston Person/Peter Washington,M. Parish/Lewis Nash/H. Carmichael/Houston Person/Peter Washington
Fredrik Nils Thomander/Wikstroem/Steve Lee/Thomander/Lee/Anders Rune Wikstroem/Leo Leoni/Leoni/Mary Susan Applegate/Applegate/Wickstroem,Fredrik/Nils/Thomander/Wikstroem/Steve/Lee/Anders/Rune/Wikstroem/Leo/Leoni/Mary/Susan/Applegate
"Frontiers Records, Oyez!",Oyez!
Trace/Will Adams/Karl Bartos/Kim R Nazel/Ralf Huetter/Juanita A. Lee/Stacy Ferguson/Fatimah Shaheed/Dania Maria Birks/Derrick A Rahming/Juana Michelle Burns/Florian Schneider-Esleban,Trace/Will Adams/Karl Bartos/Kim R Nazel/Ralf Huetter/Juanita A. Lee/Stacy Ferguson/Fatimah Shaheed/Dania Maria Birks/Derrick A Rahming/Juana Michelle Burns/Florian Schneider-Esleban
Christopher Neil/Mike Rutherford,Christopher Neil/Mike Rutherford
Selene Vigil/Elizabeth Davis,Selene Vigil/Elizabeth Davis
Rezki/Copyright Control,Rezki
Times Music/Traditional,
Just Creative 111,Just Creative 111
Trevon Williams,Trevon Williams
Vic Ruggiero,Vic Ruggiero
Deondre cloyd,Deondre cloyd
Michael Brown/Ian Lloyd,Michael Brown/Ian Lloyd
Bam Roc,Bam Roc
Kristal Oliver/Brittany Barber/Candace Shields/Christina Williams/Ivan Orthodox Barias,Kristal Oliver/Brittany Barber/Candace Shields/Christina Williams/Ivan Orthodox Barias
Dave Porter,Dave Porter
"Benzo B,Roscoe G,Dee Play4Keeps,Edot Babyy",Benzo B/Roscoe G/Dee Play4Keeps/Edot Babyy
John Lennon/Paul McCartney,John Lennon/Paul McCartney
LAWTON WILLIAM FRANCIS,LAWTON/WILLIAM/FRANCIS
Sean Jacobs,Sean Jacobs
Rudi Nemeczek/Arnold Haberhauer,Rudi Nemeczek/Arnold Haberhauer
Frank Patrick Sonsini (ASCAP)/George Edgar Martindell (ASCAP),Frank Patrick Sonsin/George Edgar Martindell
ETSUKOTAKASUGI/NAOYUKIHONZAWA (PKA TOMISIRO)/YOUSUKEKAKEGAWA (PKA TOMISIRO),
Dr & Dr,Dr
Emmanuel Carpus,Emmanuel Carpus
David Van Day/Glen/Thereza Bazar/Burns,David Van Day/Glen/Thereza Bazar/Burns
Trequis Dickson,Trequis Dickson
-/Colin Munroe/Joël Lobban,Colin Munroe/Joël Lobban
W.S. Gilbert/Arthur Sullivan,W.S. Gilbert/Arthur Sullivan
Lewis Somes/Ian Pincheira,
Moreao,Moreao
Sana Tajik,Sana Tajik
Elijah Dunham,Elijah Dunham
Nathalie Joachim,Nathalie Joachim
Giacomo Meyerbeer,Giacomo Meyerbeer
UNKNOWN,
Francisco Gómez El Nuevo Rey De La Música Popular,Francisco Gómez El Nuevo Rey De La Música Popular
Konrad Carelli,Konrad Carelli
Lil Lonnie,Lil Lonnie
Copyright Control,
Neru,Neru
Marvin Gaye,Marvin Gaye
Mike Hoyer/JERRY CHESNUT/SONY/ATV MUSIC PUBLISHING (UK) LIMITED,Mike Hoyer/JERRY CHESNUT
Tess Gerritsen,
Biggs/Thomas,Biggs/Thomas
Jean‐Baptiste Lully,Jean‐Baptiste Lully
WIBERT CHRISTER LENNART,WIBERT CHRISTER LENNART
DEMETRIUS TERRY,
A.R. The Mermaid,A.R. The Mermaid
KAPETANAKIS KIMON/KONSTANTINIDIS GRIGORIS(ARGYRIOU)/PAPADOUKAS PANAGIOTIS/SPYROPOULOS VASILIS,KAPETANAKIS/KIMON/KONSTANTINIDIS/GRIGORIS/PAPADOUKAS/PANAGIOTIS/SPYROPOULOS/VASILIS
Standing Egg,Standing Egg
A. Miselli,A. Miselli
"<Unknown>/Antoine, Katoto Luhembe",Antoine/Katoto Luhembe
Simon Lindley/Rob Marshall/Dan Cutts/Scott Pemberton,Simon Lindley/Rob Marshall/Dan Cutts/Scott Pemberton
"Noticuz,Kosfinger",Noticuz/Kosfinger
Dương Thụ,
Ashley Simon,Ashley Simon
Dave Matthews,Dave Matthews
David Newlyn,David Newlyn
"Phillip Sherrill, Leroy Nehru Howard & Amoa Chester",Phillip Sherrill/Leroy Nehru Howard/Amoa Chester
Brook Christian Davis/Mac Robinson/Mariah Carey/Miguel Jontel Pimentel/Nathan Perez,Brook Christian Davis/Mac Robinson/Mariah Carey/Miguel Jontel Pimentel/Nathan Perez
& ROID MYTH,ROID/MYTH
Ben Chandler,
Blé Marius,Blé Marius
Joel Santibañez,Joel Santibañez
Seko B. VArner & Gary Garlic & Edilberto Galvan,Seko B. VArner/Gary Garlic/Edilberto Galvan
"<Unknown>/Watkins, Earnest",
"<Unknown>/Ortiz, Alexie",
Saifoulaye Balde,Saifoulaye Balde
Chris Penny (C-Pen)/Martin East,Chris Penny (C-Pen)/Martin East
Jesús María Corman/Mikel Erentxun,Jesús María Corman/Mikel Erentxun
Night Lovell,Night Lovell
Terukado/Alex Funk it,
Josh Lim/Coen Miller/Harry Mason/Tom Drizners/Jarred Nettle,Josh Lim/Coen Miller/Harry Mason/Tom Drizners/Jarred Nettle
Charles MacPherson,Charles MacPherson
De la Torre Galan (Fernandez Garcia & Gomez Martinez),De la Torre Galan/Fernandez Garcia/Gomez Martine
Jenn Carter,Jenn Carter
Chuck Berry,Chuck Berry
Rob King/Paul Romero,Rob King/Paul Romero
Tre Lee,Tre Lee
Johann Sebastian Bach (1685-1750),Johann Sebastian Bach
Charles Ans,Charles Ans
Xuân Mỹ,
Jean-Pierre Guézec,Jean-Pierre Guézec
Hans Zimmer/Erick Morillo/William Adams/Mark H. Quashie,Hans Zimmer/Erick Morillo/William Adams/Mark H. Quashie
Sadhu Sarvatitdas,Sadhu Sarvatitdas
Roc Chen,Roc Chen
中島みゆき/Anh Bằng,Anh Bằng
Shiro SAGISU,Shiro SAGISU
Ché Pope/Busta Rhymes/Mark Batson/Dr. Dre/Mike Elizondo/Marsha Ambrosius,Ché Pope/Busta Rhymes/Mark Batson/Dr. Dre/Mike Elizondo/Marsha Ambrosius
"Grewsum & Jimmy Donn,Kaysie Marie",Grewsum/Jimmy Donn/Kaysie Marie
Jeff Tweedy,Jeff Tweedy
マオ/ゆうや,
Irka Mateo & La Tirindanga,Irka Mateo/La Tirindanga
Marketa Irglova,Marketa Irglova
Takafumi Imamura,Takafumi Imamura
Grahame Skinner/Harry Travers/Johnny McElhone,Grahame Skinner/Harry Travers/Johnny McElhone
Kaj-Erik Gustafsson,Kaj-Erik Gustafsson
Khvan Roman,Khvan Roman
"<Unknown>/Johnson, Keneisha ReNee'",Keneisha ReNee'
"Estilo Moreno, José Alaniz, Luis de la Isla & Paul Sefchovich",Estilo Moreno/José Alaniz/Luis de la Isla/Paul Sefchovich
Stuart Elliott & Emil Anderberg,Stuart Elliott/Emil Anderberg
Gandzha Dmitrii Andreevich,Gandzha Dmitrii Andreevich
Chris Braide/Giorgio Tuinfort/Marcus van Wattum/David Guetta/Sia,David Guetta
CRYSTAL YATES,CRYSTAL YATES
Fadly RMX/Copyright Control,Fadly RMX
Solitario,Solitario
Brendan Graham/Rolf Løvland,Brendan Graham/Rolf Løvland
Jerome Kern,Jerome Kern
"<Unknown>/Viena-Lota, Analee",Viena-Lota/Analee
Pablo Bowman/Peter Rycroft/Tijs Verwest/Claudia Valentina/Amanda Ava Koci/Sarah Blanchard,Pablo Bowman/Peter Rycroft/Tijs Verwest/Claudia Valentina/Amanda Ava Koci/Sarah Blanchard
William Lee Martin,William Lee Martin
Tyler Lyle & Tim McEwan,Tyler Lyle/Tim McEwan
2sdxrt3all,2sdxrt3all
Alex Mandel/Mark Andrews/Philippe Uminski,Alex Mandel/Mark Andrews/Philippe Uminski
Roshan/Sahir Ludhianvi,Roshan/Sahir Ludhianvi
Gösta Linderholm,Gösta Linderholm
Juan Ignacio Meira,Juan Ignacio Meira
Anh Việt Thu,
William Ferris,William Ferris
Axel Nahuel Caram & Santiago Yair Massa,Axel Nahuel Caram/Santiago Yair Massa
Musukha Goyari,Musukha Goyari
平田博信/Shu,
George Achieng,
LASRY ALBERT ABRAHAM/LAWRENCE  JACK/TRENET CHARLES LOUIS AUGUSTIN GEORGES,LASRY ALBERT ABRAHAM/LAWRENCE/JACK/TRENET CHARLES LOUIS AUGUSTIN GEORGES
"Shirazee,Michaël Brun",Shirazee/Michaël Brun
Takaki Horigome/Horigome Takaki,Takaki Horigome/Horigome Takaki
Sonu Saggu/Meet Bros Anjjan,Sonu Saggu
Ernesto José Mora Piedra,Ernesto José Mora Piedra
American Football,American Football
"<Unknown>/Cotto, Luis",Cotto/Luis
Mark Tremonti & Scott Stapp,Mark Tremonti/Scott Stapp
"<Unknown>/elouaazizi, agraf nasreeddine",
AD ASTEN (VAN) PETRUS PETER/AD MANDERS (JR) THOMAS TOM/CA ASTEN (VAN) PETRUS PETER/CA BOIS DE RICHARD A/PA #LIKEME CAST,ASTEN/(VAN)/PETRUS/PETER/MANDERS/(JR)/THOMAS/TOM/CA/ASTEN/(VAN)/PETRUS/PETER/CA/BOIS/DE/RICHARD/A/PA/#LIKEME/CAST
Kelman Duran/Beyoncé/Andrea Yvette Summers/Tommy Wright III/Mike Dean/The‐Dream,Kelman Duran/Beyoncé/Andrea Yvette Summers/Tommy Wright III/Mike Dean/The‐Dream
Mark White/Martin Fry,Mark White/Martin Fry
"Dame D.O.L.L.A.,Lil Wayne",Dame D.O.L.L.A/Lil Wayne
David Lindup & Steve Baker,David Lindup/Steve Baker
Audrey Adrianne P. Vy/Abigail Robyn P. Vy,Audrey Adrianne P/Vy/Abigail Robyn P/Vy
Elisabeth César Blanco,Elisabeth César Blanco
"Ben Kohn, Tom Bames, Lewis Capaldi, Phil Plested & Peter Kelleher",Ben Kohn/Tom Bames/Lewis Capaldi/Phil Plested/Peter Kelleher
Edwin Tolosa,Edwin Tolosa
Kaustubh Ghotikar & Traditional,Kaustubh Ghotikar/Traditional
"<Unknown>/Davis, Torrey Devon",Davis
Pendiente,Pendiente
KraiGGi BaDArT,KraiGGi BaDArT
Georg Riedel/Astrid Lindgren,Georg Riedel/Astrid Lindgren
Tomash Lukach,Tomash Lukach
Sdot Go,Sdot Go
Neru,Neru
Neil Diamond,Neil Diamond
Pérez Prado,Pérez Prado
GrooveDial/Shawn Spitza,GrooveDial/Shawn Spitza
"Maluma,Wolfine",Maluma/Wolfine
Flor Ivonne Quezada,Flor Ivonne Quezada
James Bradshaw,James Bradshaw
Mike Spencer/Nick Atkinson/Gabrielle Aplin,Mike Spencer/Nick Atkinson/Gabrielle Aplin
Дмитро Димов & Андрій Парфенов,
Victor Ufuoma Thompson,Victor Ufuoma Thompson
Leonid Forostov,Leonid Forostov
Shakira Isabel Mebarak & Luis Ochoa,Shakira Isabel Mebarak/ Luis Ochoa
Tomas Dahl/Anders Nordengen/Petter Veisten,Tomas Dahl/Anders Nordengen/Petter Veisten
Joko Esha,
David Parland/Joakim Sterner/Tomas Skogsberg/Tobias Sidegård,David Parland/Joakim Sterner/Tomas Skogsberg/Tobias Sidegård
Mieczysław Karłowicz,Mieczysław Karłowicz
A. Herzog Jr./I. Kitchings,A. Herzog Jr./I. Kitchings
T‐Bone Burnett/Stephen Bruton,T‐Bone Burnett/Stephen Bruton
Y.O.U./diskunion/Ultimate Miki/ゴゴノコトコ,Y.O.U/Ultimate Miki
Myriam Alter,Myriam Alter
Not Documented,Not Documented
Stephen Morris/Peter Hook/Gillian Gilbert/Bernard Sumner,
Roman Tica/Franco Ferraro,Roman Tica/Franco Ferraro
J. C. Ericsson,J. C. Ericsson
César Isella/Armando Tejada Gómez,César Isella/Armando Tejada Gómez
"Anthony Padilla,Ian Hecox,Ryan Finnerty",Anthony Padilla/Ian Hecox/Ryan Finnerty
deko,deko
"K!ng Joe,Premo Rice",K!ng Joe/Premo Rice
Giuseppe Verdi/Francesco Maria Piave,Giuseppe Verdi/Francesco Maria Piave
Peter Thomas,Peter Thomas
"<Unknown>/Torres, Michael a",
Copyright Controlled,
A BAKSHI ANAND/CA KUDALKAR LAXMIKANT/CA SHARMA PYARELAL RAMPRASAD/PA ANURADHA PAUDWAL,BAKSHI/ANAND/C/KUDALKAR/LAXMIKANT/C/SHARM/PYARELAL/RAMPRASAD/P/ANURADH/PAUDWAL
Lil Kee,Lil Kee
Gérard Calvi/Francis Blanche,Gérard Calvi/Francis Blanche
"Valerii Zaitsev, 6YNTHMANE & ANTICXLTXRE",Valerii Zaitsev/6YNTHMANE/ANTICXLTXRE
Bossa On The Beat/NINESIXTSOUL/Younggu/R3LL/MOTLEY FLOWER,Younggu/R3LL/MOTLEY FLOWER
Emanuel Dorris,Emanuel Dorris
"<Unknown>/Cortez, Richard",Cortez/Richard
"Marwan Abdelhamid, Henry Morris & Buddy Caderni",Marwan Abdelhamid/Henry Morris/Buddy Caderni
Klaus Schmidt,Klaus Schmidt
Ed Cobb,Ed Cobb
林敏驄/陳斐立,
François Francoeur,François Francoeur
Ronela Hajati,Ronela Hajati
HENDERSON WILLIAM (CDN - CNTRY/LAWRENCE CLAIRE L/MILLER GLENN E/RYGA GEORGE/TURNEY WILLIAM ROSS/VICKBERG HOWARD ALLAN,HENDERSON/WILLIAM/(CDN/-/CNTRY/LAWRENCE/CLAIRE/L/MILLER/GLENN/E/RYGA/GEORGE/TURNEY/WILLIAM/ROSS/VICKBERG/HOWARD/ALLAN
Juan Rogelio Smith,Juan Rogelio Smith
K. DioGuardi/J. Kasher/Gabe Saporta/Victoria Asher/Alex Suarez/Nate Novarro/K. Rudolf/Cobra Starship/Ryland Blackinton,K. DioGuardi/J. Kasher/Gabe Saporta/Victoria Asher/Alex Suarez/Nate Novarro/K. Rudolf/Cobra Starship/Ryland Blackinton
"King Von,BreezyLYN,Tink,Wheezy",King Von/BreezyLYN/Tink/Wheezy
MORRISON VAN,MORRISON/VAN
Andreas Dahlbäck/Ulf Lundell,Andreas Dahlbäck/Ulf Lundell
Edvard Grieg,Edvard Grieg
CA MELIANA/PA NAGITA SLAVINA & RAFFI AHMAD,MELIANA/NAGITA SLAVINA/RAFFI AHMAD
Фадеев Максим Александрович & Мария Владимировна Захарова,
Kobalt Music,
"<Unknown>/Juarez, Felix",Juarez/Felix
Armonian,Armonian
Leon Bolier,Leon Bolier
Vince Gill/Traditional/Brown Bannister,Vince Gill/Brown Bannister
T. Fitzgerald/Ralphael Munnings,T. Fitzgerald/Ralphael Munnings
Winfield Scott,Winfield Scott
Atico 7 S.A./Francisco Sotomayor,Francisco Sotomayor
Ettore Grenci/Kiko Cibrián/Julio Ramírez/Mónica Vélez/Gilberto Marín,Ettore Grenci/Kiko Cibrián/Julio Ramírez/Mónica Vélez/Gilberto Marín
Arthur Lynn Sizemore/Paul Biese/Haven Gillespie,Arthur Lynn Sizemore/Paul Biese/Haven Gillespie
Wes James/Ryan Leslie,Wes James/Ryan Leslie
LANY/King Henry/Sasha Sloan/Mike Crossey/Paul Jason Klein/Jake Clifford Goss/Henry Agincourt Allen,LANY/King Henry/Sasha Sloan/Mike Crossey/Paul Jason Klein/Jake Clifford Goss/Henry Agincourt Allen
Elona Miller/Evgenij Chernyh/Andrej Popov,Elona Miller/Evgenij Chernyh/Andrej Popov
Unloved/Etienne Daho/Jade Vincent/Keefus Ciancia,Unloved/Etienne Daho/Jade Vincent/Keefus Ciancia
Piero Paolinelli,Piero Paolinelli
Season of Mist Publishing,
M. Baroni/A. Neri/S. Duffy/D. Canu/S. Della Monica,M. Baroni/A. Neri/S. Duffy/D. Canu/S. Della Monica
Fito Páez,
Ruggero Leoncavallo,Ruggero Leoncavallo
Derek St Holmes/Ted Nugent,Derek St Holmes/Ted Nugent
I. Jeong,I. Jeong
HUNTER DARREN SAMUEL JR (MR),HUNTER DARREN SAMUEL JR
菅野よう子/Tim Jensen,Tim Jensen
Steve Marion,Steve Marion
Dan Collins,Dan Collins
天野月,
Shizzo,Shizzo
Mariah Carey/Walter Afanasieff,Mariah Carey/Walter Afanasieff
Alenda music/مهدی رعنایی,Alenda music
